António José Pinheiro Carvalho,António José Pinheiro de Carvalho,95
António Manuel Fernandes Mendes,António Manuel Fernandes Mendes,100
António Manuel Pereira Xavier,António Manuel Pereira Xavier,100
Anuar Mohamed Tuhami,Anuar Mohamed Tuhami,100
Anwar El Ghazi,Anwar El Ghazi,100
Apostolos Vellios,Apostolos Vellios,100
Aras Özbiliz,Aras Özbiliz,100
Arbenit Xhemajli,Arbenit Xhemajli,100
Arbnor Fejzullahu,Arbnor Fejzullahu,100
Arbër Zeneli,Arber Zeneli,92
Arda Turan,Arda Turan,100
Argyris Kampetsis,Anargyros Kampetsis,89
Ari Freyr Skúlason,Ari Freyr Skúlason,100
Ariel Borysiuk,Ariel Borysiuk,100
Arif Morkaya,Arif Morkaya,100
Arijan Ademi,Arijan Ademi,100
Arijanet Muric,Arijanet Muric,100
Aristote Nkaka,Aristote Nkaka,100
Aritz Elustondo,Aritz Elustondo,100
Arjen Robben,Arjen Robben,100
Arkadiusz Jędrych,Arkadiusz Jędrych,100
Arkadiusz Malarz,Arkadiusz Malarz,100
Arkadiusz Milik,Arkadiusz Milik,100
Arkadiusz Reca,Arkadiusz Reca,100
Arlind Ajeti,Arlind Ajeti,100
Armand Traoré,Armand Traoré,100
Armando Izzo,Armando Izzo,100
Armando Obispo,Armando Obispo,100
Armando Sadiku,Armando Sadiku,100
Arnaldo Edi Lopes da Silva,Arnaldo Edi Lopes da Silva,100
Arnaud Bodart,Arnaud Bodart,100
Arnaud Lusamba,Arnaud Lusamba,100
Arnaud Nordin,Arnaud Nordin,100
Arnaud Souquet,Arnaud Souquet,100
Arnaut Groeneveld,Arnaut Groeneveld,100
Arne Maier,Arne Maier,100
Arno Monsecour,Arno Monsecour,100
Arno Verschueren,Arno Verschueren,100
Arnold Bouka Moutou,Arnold Bouka Moutou,100
Arnór Sigurðsson,Arnór Sigurdsson,94
Aron Jóhannsson,Aron Jóhannsson,100
Arouna Koné,Arouna Koné,100
Arsénio Martins Lafuente Nunes,Arsénio Martins Lafuerte Nunes,97
Artem Besedin,Artem Besedin,100
Artem Dovbyk,Artem Dovbyk,100
Artem Kravets,Artem Kravets,100
Artem Rebrov,Artem Rebrov,100
Artem Shabanov,Artem Shabanov,100
Artem Timofeev,Artem Timofeev,100
Arthur Henrique Ramos Oliveira Melo,Arthur Henrique Ramos de Oliveira Melo,96
Arthur Henrique Vieira Araújo,Arthur Henrique Vieira Araújo,100
Arthur Masuaku,Arthur Masuaku,100
Arton Zekaj,Arton Zekaj,100
Artur Boruc,Artur Boruc,100
Artur Ioniţă,Artur Ioniţă,100
Artur Jorge Marques Amorim,Artur Jorge Marques Amorim,100
Artur Jędrzejczyk,Artur Jędrzejczyk,100
Artur Pikk,Artur Pikk,100
Artur Rudko,Artur Rudko,100
Artur Sobiech,Artur Sobiech,100
Arturo Calabresi,Arturo Calabresi,100
Arturo Molina Tornero,Arturo Molina Tornero,100
Arturo Vidal,Arturo Vidal,100
Arvydas Novikovas,Arvydas Novikovas,100
Asamoah Gyan,Asamoah Gyan,100
Ashley Barnes,Ashley Barnes,100
Ashley Westwood,Ashley Westwood,100
Ashley Young,Ashley Young,100
Asier Illarramendi Andonegi,Asier Illarramendi Andonegi,100
Asier Riesgo Unamuno,Asier Riesgo Unamuno,100
Asmir Begović,Asmir Begović,100
Assan Ceesay,Assan Ceesay,100
Assis Giovanaz,Assis Giovanaz,100
Astemir Gordyushenko,Astemir Gordyushenko,100
Astrit Ajdarević,Astrit Ajdarević,100
Atakan Akkaynak,Atakan Akkaynak,100
Atalay Babacan,Atalay Babacan,100
Atiba Hutchinson,Atiba Hutchinson,100
Atila Turan,Atila Turan,100
Aurélien Tchouaméni,Aurélien Tchouaméni,100
Aurélio Gabriel Ulineia Buta,Aurélio Gabriel Ulineia Buta,100
Avdija Vršajevič,Avdija Vršajević,94
Awer Mabil,Awer Mabil,100
Axel  Witsel,Axel Witsel,96
Axel Borgmann,Axel Borgmann,100
Axel Disasi,Axel Disasi,100
Axel Mohamed Bakayoko,Axel Mohamed Bakayoko,100
Axel Ngando,Axel Ngando,100
Aydın Karabulut,Aydin Karabulut,93
Aykut Çeviker,Aykut Ceviker,92
Aykut Özer,Aykut Özer,100
Aymen Abdennour,Aymen Abdennour,100
Aymen Barkok,Aymen Barkok,100
Aymen Tahar,Aymen Tahar,100
Aymeric  Laporte,Aymeric Laporte,97
Ayo Simon Okosun,Ayo Simon Okosun,100
Ayoub Abdellaoui,Ayoub Abdellaoui,100
Aziz Eraltay Behich,Aziz Eraltay Behich,100
Aïssa Mandi,Aïssa Mandi,100
Baba Fernandes,Baba Fernandes,100
Babacar Niasse,Babacar Niasse,100
Babacar Sarr,Babacar Sarr,100
Bahadır Öztürk,Bahadır Öztürk,100
Bakary Koné,Bakary Koné,100
Bakaye Dibassy,Bakaye Dibassy,100
Bambo Diaby,Bambo Diaby,100
Baptiste Guillaume,Baptiste Guillaume,100
Baptiste Reynet,Baptiste Reynet,100
Baptiste Santamaria,Baptiste Santamaria,100
Baptiste Valette,Baptiste Valette,100
Bardhec Bytyqi,Bardhec Bytyqi,100
Barry Maguire,Barry Maguire,100
Bart Nieuwkoop,Bart Nieuwkoop,100
Bart Ramselaar,Bart Ramselaar,100
Bart van Hintum,Bart van Hintum,100
Bartosz Bereszyński,Bartosz Bereszyński,100
Bartosz Kopacz,Bartosz Kopacz,100
Bartosz Kwiecień,Bartosz Kwiecień,100
Bartosz Rymaniak,Batosz Rymaniak,97
Bartosz Slisz,Bartosz Slisz,100
Bartłomiej Babiarz,Bartłomiej Babiarz,100
Bartłomiej Drągowski,Bartłomiej Drągowski,100
Bartłomiej Pawłowski,Bartlomiej Pawłowski,95
Bartłomiej Sielewski,Bartlomiej Sielewski,95
Bartłomiej Żynel,Bartłomiej Żynel,100
Barış Alıcı,Barış Alıcı,100
Barış Başdaş,Barış Başdaş,100
Bas Dost,Bas Dost,100
Bas Edo Kuipers,Bas Edo Kuipers,100
Bashkim Kadrii,Bashkim Kadrii,100
Basil Stillhart,Basil Stillhart,100
Bassem  Srarfi,Bassem Srarfi,96
Bastian Oczipka,Bastian Oczipka,100
Bastien Toma,Bastien Toma,100
Batuhan Ahmet Şen,Batuhan Ahmet Şen,100
Baye Djiby Fall,Baye Djiby Fall,100
Ben Chilwell,Ben Chilwell,100
Ben Davies,Ben Davies,100
Ben Foster,Ben Foster,100
Ben Gibson,Ben Gibson,100
Ben Mee,Ben Mee,100
Ben Rienstra,Ben Rienstra,100
Ben White,Ben White,100
Ben Wilmot,Ben Wilmot,100
Benedikt Höwedes,Benedikt Höwedes,100
Benedikt Röcker,Benedikt Röcker,100
Benedikt Zech,Benedikt Zech,100
Bengali-Fodé Koita,Bengali-Fodé Koita,100
Beni Badibanga,Beni Badibanga,100
Benito Raman,Benito Raman,100
Benjamin André,Benjamin André,100
Benjamin Bellot,Benjamin Bellot,100
Benjamin Bourigeaud,Benjamin Bourigeaud,100
Benjamin Corgnet,Benjamin Corgnet,100
Benjamin Delacourt,Benjamin Delacourt,100
Benjamin Edouardo Lambot,Benjamin Edouardo Lambot,100
Benjamin Garuccio,Benjamin Garuccio,100
Benjamin Hansen,Benjamin Hansen,100
Benjamin Henrichs,Benjamin Henrichs,100
